BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,OCEAN HILL,33 EDUCATIONAL FACILITIES                  ,4,1520,51, ,W9,265 SUMPTER STREET, ,11233,0,1,1,"5,174","11,250",1900, 	4 ,W9," $	2,025,000.00 ",1/24/18
3,OCEAN HILL,33 EDUCATIONAL FACILITIES                  ,4,1520,51, ,W9,265 SUMPTER STREET, ,11233,0,1,1,"5,174","11,250",1900, 	4 ,W9," $	775,000.00 ",1/15/18
3,OCEAN HILL,37 RELIGIOUS FACILITIES                    ,4,1524,32, ,M1,244-246 HOWARD AVENUE, ,11233,0,1,1,"6,375","12,937",1931, 	4 ,M1," $	1,600,000.00 ",3/6/17
3,OCEAN HILL,37 RELIGIOUS FACILITIES                    ,4,1524,32, ,M1,244-246 HOWARD AVENUE, ,11233,0,1,1,"6,375","12,937",1931, 	4 ,M1, $	-00.00 ,3/6/17
3,OCEAN HILL,38 ASYLUMS AND HOMES                       ,4,1487,7, ,N9,115 RALPH AVENUE,3,11221,0,1,1,"1,440","4,400",1905, 	4 ,N9, $	-00.00 ,6/14/17
3,OCEAN HILL,41 TAX CLASS 4 - OTHER                     ,4,1437,23, ,Z9,N/A ATLANTIC AVENUE, ,11233,0,0,0,"5,025",0,0, 	4 ,Z9, $	-00.00 ,6/6/17
3,OCEAN HILL,41 TAX CLASS 4 - OTHER                     ,4,1450,41, ,Z9,1653 EAST NEW YORK AVENUE, ,11212,0,1,1,"1,627",0,0, 	4 ,Z9," $	500,000.00 ",10/2/17
3,OCEAN HILL,41 TAX CLASS 4 - OTHER                     ,4,1474,7, ,Z9,EASTERN PARKWAY, ,11233,0,0,0,"5,215",0,0, 	4 ,Z9," $	1,237,500.00 ",8/22/17
3,OCEAN HILL,41 TAX CLASS 4 - OTHER                     ,4,1481,18, ,Z9,832 MONROE STREET, ,11221,0,1,1,"2,500",550,0, 	4 ,Z9," $	400,000.00 ",11/16/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5357,83, ,A1,387 EAST 5TH STREET, ,11218,1,0,1,"3,200","2,130",1920, 	1 ,A1," $	1,745,000.00 ",10/26/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5360,34, ,A9,268 EAST 9TH STREET, ,11218,1,0,1,"2,000","1,392",1901, 	1 ,A9," $	1,050,000.00 ",12/18/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5360,39, ,A9,280 EAST 9TH   STREET, ,11218,1,0,1,"2,000","1,260",1901, 	1 ,A9, $	10.00 ,6/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5360,77, ,A1,293 EAST 8TH, ,11218,1,0,1,"2,500","2,520",1899, 	1 ,A1," $	1,210,000.00 ",12/8/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5372,57, ,A5,543 EAST 3RD STREET, ,11218,1,0,1,"1,700","1,290",1915, 	1 ,A5, $	-00.00 ,1/12/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5373,31, ,A1,536 EAST 5TH STREET, ,11218,1,0,1,"3,000","1,584",1925, 	1 ,A1, $	-00.00 ,12/26/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5373,31, ,A1,536 EAST 5TH STREET, ,11218,1,0,1,"3,000","1,584",1925, 	1 ,A1, $	-00.00 ,12/26/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5374,86, ,A1,501 EAST 5TH ST, ,11218,1,0,1,"2,400","1,210",1925, 	1 ,A1, $	-00.00 ,7/25/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5378,169, ,A1,349 EAST 9TH STREET, ,11218,1,0,1,"1,900",900,1925, 	1 ,A1, $	-00.00 ,8/23/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5386,29, ,A1,626 EAST 3RD   STREET, ,11218,1,0,1,"3,000","1,970",1910, 	1 ,A1," $	500,000.00 ",10/18/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5386,38, ,A1,644 EAST 3RD   STREET, ,11218,1,0,1,"3,333","1,649",1901, 	1 ,A1, $	-00.00 ,2/7/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5386,38, ,A1,644 EAST 3RD   STREET, ,11218,1,0,1,"3,333","1,649",1901, 	1 ,A1," $	850,000.00 ",7/5/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5386,50, ,S1,205 DITMAS AVENUE, ,11218,1,1,2,"2,000","2,000",1930, 	1 ,S1, $	-00.00 ,9/11/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5387,47, ,S1,315 DITMAS AVENUE, ,11218,1,1,2,"2,560","1,690",1920, 	1 ,S1, $	-00.00 ,12/1/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5390,18, ,A5,556 EAST 7TH STREET, ,11218,1,0,1,"1,800","1,280",1910, 	1 ,A5, $	-00.00 ,7/16/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5390,48, ,A1,625 DITMAS AVENUE, ,11218,1,0,1,"2,833","2,949",1925, 	1 ,A1, $	-00.00 ,11/14/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5391,51, ,A9,717 DITMAS AVENUE, ,11218,1,0,1,"1,367","1,296",1930, 	1 ,A9, $	-00.00 ,8/31/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5398,38, ,A1,740 EAST 5TH STREET, ,11218,1,0,1,"4,000","1,768",1915, 	1 ,A1," $	1,800,000.00 ",10/24/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5399,75, ,A1,703 EAST 5TH STREET, ,11218,1,0,1,"3,300","3,000",2006, 	1 ,A1, $	-00.00 ,1/29/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5399,75, ,A1,703 EAST 5TH STREET, ,11218,1,0,1,"3,300","3,000",2006, 	1 ,A1," $	1,900,000.00 ",12/13/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5402,33, ,A1,564 EAST 9TH   STREET, ,11218,1,0,1,"4,000","2,060",1930, 	1 ,A1," $	1,219,000.00 ",1/30/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5402,57, ,A1,593 EAST 8TH STREET, ,11218,1,0,1,"3,000","1,394",1930, 	1 ,A1, $	-00.00 ,7/4/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5409,23, ,A1,802 EAST 3RD STREET, ,11218,1,0,1,"2,550","1,576",1925, 	1 ,A1," $	1,100,000.00 ",7/6/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5410,17, ,A9,783 EAST 3RD   STREET, ,11218,1,0,1,"4,000","4,072",1925, 	1 ,A9, $	-00.00 ,7/28/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5416,184, ,A5,201 WEBSTER AVENUE, ,11230,1,0,1,"1,997","1,360",1910, 	1 ,A5," $	915,000.00 ",10/2/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5419,27, ,A5,114 WEBSTER AVENUE, ,11230,1,0,1,"2,034","1,440",1915, 	1 ,A5," $	870,000.00 ",8/9/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5421,142, ,A5,322 WEBSTER AVENUE, ,11230,1,0,1,"1,550","1,152",1910, 	1 ,A5," $	420,000.00 ",1/24/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5422,5, ,S1,1021 MCDONALD AVENUE, ,11230,1,1,2,"1,701","2,314",1915, 	1 ,S1," $	785,000.00 ",12/12/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5424,75, ,A5,241 PARKVILLE AVENUE, ,11230,1,0,1,"1,878","1,456",1915, 	1 ,A5," $	503,250.00 ",2/15/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5428,61, ,A5,835 FOSTER AVENUE, ,11230,1,0,1,"1,669","1,612",1920, 	1 ,A5, $	10.00 ,6/22/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5428,85, ,A9,713 FOSTER AVENUE, ,11230,1,0,1,"2,304","1,288",1925, 	1 ,A9, $	-00.00 ,5/1/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6494,32, ,A1,623 AVENUE H, ,11230,1,0,1,"5,280","2,690",1925, 	1 ,A1," $	2,295,000.00 ",3/28/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6495,29, ,A9,804 EAST 8TH   STREET, ,11230,1,0,1,"3,013","1,490",1925, 	1 ,A9," $	930,000.00 ",8/7/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6496,12, ,A9,726 EAST 9, ,11230,1,0,1,"2,150","1,664",1925, 	1 ,A9," $	710,000.00 ",5/9/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6497,77, ,A5,731 EAST 9 STREET, ,11230,1,0,1,"1,600","1,464",1910, 	1 ,A5, $	-00.00 ,9/15/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6503,66, ,A5,959 EAST 5TH STREET, ,11230,1,0,1,"1,900","1,322",1910, 	1 ,A5," $	900,000.00 ",9/18/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6503,76, ,A9,935 EAST 5TH STREET, ,11230,1,0,1,"1,975","1,296",1925, 	1 ,A9, $	-00.00 ,8/25/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6503,123, ,A1,322 WALSH COURT, ,11230,1,0,1,"2,165","1,120",1920, 	1 ,A1," $	902,500.00 ",11/14/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6503,124, ,A1,326 WALSH COURT, ,11230,1,0,1,"2,158","1,120",1920, 	1 ,A1, $	-00.00 ,10/3/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,1, ,A5,202 ELMWOOD AVENUE, ,11230,1,0,1,"1,467","1,260",1945, 	1 ,A5," $	965,000.00 ",8/23/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,6, ,A5,212 ELMWOOD AVENUE, ,11230,1,0,1,"1,264",960,1945, 	1 ,A5," $	725,000.00 ",2/6/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,11, ,A5,222 ELMWOOD AVENUE, ,11230,1,0,1,"1,264",960,1945, 	1 ,A5," $	650,000.00 ",5/24/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6505,29, ,A9,981 EAST 2ND   STREET, ,11230,1,0,1,"2,000","1,224",1920, 	1 ,A9," $	410,000.00 ",10/24/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6506,14, ,A9,1004 EAST 4TH STREET, ,11230,1,0,1,"2,040","1,481",1920, 	1 ,A9, $	-00.00 ,3/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6506,17, ,A1,323 AVENUE I, ,11230,1,0,1,"2,503","1,680",1930, 	1 ,A1, $	-00.00 ,1/10/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6506,33, ,A1,1001 EAST 3RD STREET, ,11230,1,0,1,"2,125","1,735",1920, 	1 ,A1, $	-00.00 ,4/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6510,67, ,A1,959 EAST 7TH STREET, ,11230,1,0,1,"2,691","1,584",1925, 	1 ,A1, $	-00.00 ,9/19/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6511,64, ,A1,875 EAST 8TH STREET, ,11230,1,0,1,"4,000","2,064",1925, 	1 ,A1," $	3,000,000.00 ",11/28/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,24, ,A9,842 EAST 10TH   STREET, ,11230,1,0,1,"4,000","1,692",1925, 	1 ,A9," $	1,600,000.00 ",8/14/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,45, ,A1,915 AVENUE I, ,11230,1,0,1,"4,000","2,191",1925, 	1 ,A1," $	2,600,000.00 ",7/17/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,61, ,A1,857 EAST 9TH   STREET, ,11230,1,0,1,"3,400","2,115",1925, 	1 ,A1," $	1,800,500.00 ",12/8/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6512,63, ,A1,853 EAST 9TH   STREET, ,11230,1,0,1,"3,400","1,724",1925, 	1 ,A1," $	2,400,000.00 ",6/29/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6514,29, ,A1,1052 EAST 2ND   STREET, ,11230,1,0,1,"3,750","2,013",1920, 	1 ,A1," $	1,300,000.00 ",7/10/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6514,38, ,A1,1072 EAST 2ND   STREET, ,11230,1,0,1,"3,052","1,666",1920, 	1 ,A1," $	999,000.00 ",11/29/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,29, ,A9,1078 EAST 4TH STREET, ,11230,1,0,1,"2,200","1,536",1930, 	1 ,A9, $	-00.00 ,6/13/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,78, ,A9,1049 EAST 3RD STREET, ,11230,1,0,1,"2,100","1,312",1930, 	1 ,A9, $	-00.00 ,2/14/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6516,83, ,A9,1039 EAST 3RD   STREET, ,11230,1,0,1,"2,100","1,312",1930, 	1 ,A9," $	1,300,000.00 ",4/24/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6517,5, ,A1,414 AVENUE I, ,11230,1,0,1,"2,500","1,504",1920, 	1 ,A1, $	-00.00 ,7/13/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6517,50, ,A1,1101 EAST 4TH   STREET, ,11230,1,0,1,"2,891","1,660",1930, 	1 ,A1," $	1,725,000.00 ",3/23/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6518,50, ,A9,1051 EAST 5TH   STREET, ,11230,1,0,1,"2,442","1,418",1925, 	1 ,A9, $	-00.00 ,9/17/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6519,12, ,A1,1014 EAST 7TH   STREET, ,11230,1,0,1,"4,000","2,559",1930, 	1 ,A1," $	3,500,000.00 ",11/14/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6519,33, ,A1,1060 EAST 7TH STREET, ,11230,1,0,1,"4,000","2,512",1935, 	1 ,A1," $	3,700,000.00 ",1/16/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6520,73, ,A1,1037 EAST 7TH STREET, ,11230,1,0,1,"4,820","2,232",1920, 	1 ,A1," $	3,000,000.00 ",5/16/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,11, ,A1,914 EAST 9TH   STREET, ,11230,1,0,1,"4,000","2,614",1925, 	1 ,A1," $	3,960,000.00 ",8/17/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,67, ,A3,965 EAST 8TH   STREET, ,11230,1,0,1,"4,000","2,908",1925, 	1 ,A3," $	3,500,000.00 ",8/9/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,69, ,A3,959 EAST 8 ST, ,11230,1,0,1,"4,000","2,961",1920, 	1 ,A3," $	4,750,000.00 ",10/31/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,71, ,A1,953 EAST 8TH STREET, ,11230,1,0,1,"4,000","2,048",1930, 	1 ,A1," $	3,300,000.00 ",6/29/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,73, ,A1,949 EAST 8TH STREET, ,11230,1,0,1,"4,000","1,720",1925, 	1 ,A1," $	3,500,000.00 ",10/2/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6521,79, ,A1,933 EAST 8TH   STREET, ,11230,1,0,1,"4,000","2,360",1925, 	1 ,A1," $	3,800,000.00 ",6/16/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6524,15, ,A5,1106 EAST 2ND   STREET, ,11230,1,0,1,"2,500","1,400",1925, 	1 ,A5," $	984,000.00 ",6/19/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6525,37, ,A9,1127 EAST 2ND STREET, ,11230,1,0,1,"1,241","1,024",1925, 	1 ,A9," $	800,000.00 ",7/5/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6529,71, ,A1,1045 EAST 8TH STREET, ,11230,1,0,1,"4,000","5,040",2005, 	1 ,A1, $	-00.00 ,10/3/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6530,77, ,A1,1019 EAST 9TH STREET, ,11230,1,0,1,"4,000","3,580",1925, 	1 ,A1, $	-00.00 ,5/12/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6533,4, ,A3,710 AVENUE K, ,11230,1,0,1,"4,000","1,904",1925, 	1 ,A3, $	-00.00 ,4/26/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6536,77, ,A9,1123 EAST 10TH STREET, ,11230,1,0,1,"1,733","1,512",1930, 	1 ,A9," $	754,000.00 ",9/5/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6539,21, ,A9,1328 EAST 4TH STREET, ,11230,1,0,1,"2,200","1,244",1925, 	1 ,A9," $	1,275,000.00 ",2/8/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6543,5, ,A9,712 AVENUE L, ,11230,1,0,1,"1,600","1,296",1920, 	1 ,A9, $	-00.00 ,1/16/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6543,9, ,A9,720 AVENUE L, ,11230,1,0,1,"1,600","1,296",1920, 	1 ,A9, $	-00.00 ,7/12/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6543,38, ,A9,1278 EAST 8TH STREET, ,11230,1,0,1,"2,410","1,336",1920, 	1 ,A9," $	1,050,000.00 ",4/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6544,52, ,A1,805 AVENUE M, ,11230,1,0,1,"2,000","1,176",1915, 	1 ,A1," $	937,500.00 ",6/6/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6544,64, ,A1,1271 EAST 8TH   STREET, ,11230,1,0,1,"2,333","1,264",1915, 	1 ,A1," $	780,000.00 ",7/17/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6545,32, ,A1,1264 EAST 10TH   STREET, ,11230,1,0,1,"2,300","1,417",1910, 	1 ,A1," $	1,232,000.00 ",11/30/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6545,60, ,A9,1263 EAST 9TH STREET, ,11230,1,0,1,"2,700","1,288",1920, 	1 ,A9," $	995,000.00 ",6/14/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6545,62, ,A9,1261 EAST 9TH STREET, ,11230,1,0,1,"2,000","1,288",1920, 	1 ,A9," $	915,000.00 ",11/29/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6567,62, ,A1,1461 EAST 4TH STREET, ,11230,1,0,1,"4,000","1,792",1920, 	1 ,A1," $	1,950,000.00 ",8/8/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6567,70, ,A1,1441 EAST 4TH STREET, ,11230,1,0,1,"3,983","4,620",1930, 	1 ,A1, $	-00.00 ,10/31/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6570,58, ,A3,1465 EAST 7TH STREET, ,11230,1,0,1,"3,615","3,890",1925, 	1 ,A3," $	2,700,000.00 ",8/10/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6571,21, ,A9,1336 EAST 9TH   STREET, ,11230,1,0,1,"2,517","1,440",1925, 	1 ,A9," $	975,500.00 ",5/8/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6571,52, ,S1,801 AVENUE N, ,11230,1,1,2,"2,340","1,972",1925, 	1 ,S1," $	1,600,000.00 ",12/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6571,70, ,A9,1349 EAST 8TH   STREET, ,11230,1,0,1,"2,400","2,540",1935, 	1 ,A9," $	1,560,000.00 ",2/15/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6573,62, ,A9,1012 RODER AVENUE, ,11230,1,0,1,"1,632","1,184",1930, 	1 ,A9," $	579,000.00 ",8/3/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6583,65, ,S1,1687 MCDONALD AVENUE, ,11230,1,1,2,"2,240","2,240",1931, 	1 ,S1," $	620,000.00 ",9/15/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6584,60, ,A1,1553 EAST 2ND STREET, ,11230,1,0,1,"2,938","1,472",1930, 	1 ,A1, $	-00.00 ,4/17/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6584,105, ,A5,213 RYDER AVENUE, ,11230,1,0,1,"1,170","1,400",1940, 	1 ,A5," $	705,000.00 ",3/31/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,32, ,A9,1544 E 4TH STREET, ,11230,1,0,1,"2,500","1,472",1930, 	1 ,A9," $	1,210,000.00 ",3/1/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,44, ,A1,1570 E 4TH STREET, ,11230,1,0,1,"2,500","3,800",1930, 	1 ,A1, $	-00.00 ,1/5/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,44, ,A1,1570 EAST 4TH   STREET, ,11230,1,0,1,"2,500","3,800",1930, 	1 ,A1, $	-00.00 ,11/1/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6585,76, ,A9,1539 EAST 3RD STREET, ,11230,1,0,1,"2,000","1,408",1925, 	1 ,A9," $	1,030,000.00 ",5/30/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6586,45, ,A9,1580 EAST 5TH STREET, ,11230,1,0,1,"3,400","1,618",1920, 	1 ,A9," $	1,650,000.00 ",9/26/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6587,65, ,A9,1581 EAST 5TH STREET, ,11230,1,0,1,"2,258","1,456",1930, 	1 ,A9, $	-00.00 ,9/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6587,66, ,A9,1579 EAST 5TH   STREET, ,11230,1,0,1,"1,925","1,456",1930, 	1 ,A9," $	810,000.00 ",7/10/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6587,91, ,A1,1511 EAST 5TH  ST, ,11230,1,0,1,"3,000","1,678",1920, 	1 ,A1," $	1,800,000.00 ",1/25/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6587,93, ,A2,512 RYDER AVENUE, ,11230,1,0,1,"2,951","1,075",1905, 	1 ,A2, $	-00.00 ,9/21/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6588,26, ,A1,1526 EAST 7TH, ,11230,1,0,1,"2,417","1,376",1925, 	1 ,A1, $	-00.00 ,1/24/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6588,28, ,A3,1532 EAST 7TH   STREET, ,11230,1,0,1,"4,511","5,425",1998, 	1 ,A3, $	-00.00 ,6/21/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6588,31, ,A1,1540 EAST 7TH STREET, ,11230,1,0,1,"2,400","1,453",1925, 	1 ,A1, $	-00.00 ,11/27/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6588,48, ,A9,627 AVENUE O, ,11230,1,0,1,"2,633","1,556",1925, 	1 ,A9," $	1,300,000.00 ",4/5/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6589,28, ,A3,1444 EAST 8TH   STREET, ,11230,1,0,1,"4,820","6,660",1997, 	1 ,A3," $	4,200,000.00 ",4/28/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6609,12, ,A9,1606 EAST 3RD STREET, ,11230,1,0,1,"2,938","1,536",1920, 	1 ,A9, $	-00.00 ,1/15/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6611,24, ,A9,1638 EAST 5TH STREET, ,11230,1,0,1,"2,000","1,568",1935, 	1 ,A9, $	-00.00 ,11/6/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6613,89, ,A9,1517 OCEAN PARKWAY, ,11230,1,0,1,"5,200","5,278",2003, 	1 ,A9, $	-00.00 ,12/8/17
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6615,18, ,A1,1536 EAST 9TH   STREET, ,11230,1,0,1,"2,567","1,676",1925, 	1 ,A1," $	1,800,000.00 ",2/21/18
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS                    ,1,6616,17, ,A3,1530 EAST 10TH STREET, ,11230,1,0,1,"2,967","2,480",1930, 	1 ,A3, $	-00.00 ,3/28/17
