BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10627,14, ,A1,92-23 214TH STREET, ,11428,1,0,1,"2,750","1,024",1920,1,A1,"335,000",10/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10627,14, ,A1,92-23 214 STREET, ,11428,1,0,1,"2,750","1,024",1920,1,A1,"280,000",9/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10627,17, ,A1,92-17 214TH   STREET, ,11428,1,0,1,"2,750","1,024",1920,1,A1,"450,000",8/17/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10627,28, ,A1,92-04 214TH PLACE, ,11428,1,0,1,"2,375","1,312",1920,1,A1,"538,000",2/26/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10629,6, ,A1,92-41 VANDERVEER STREET, ,11428,1,0,1,"2,500","1,592",1930,1,A1,"550,000",9/8/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10629,14, ,A1,92-23 VANDERVEER STREET, ,11428,1,0,1,"2,500","1,312",1930,1,A1,0,4/25/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10631,16, ,A1,92-38 215TH   PLACE, ,11428,1,0,1,"2,500","1,288",1920,1,A1,"540,000",5/15/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10631,29, ,A5,92-60 215TH   PLACE, ,11428,1,0,1,"2,000","1,344",1930,1,A5,0,3/23/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10631,49, ,A1,92-23 215TH   STREET, ,11428,1,0,1,"2,500","1,344",1920,1,A1,"375,000",8/24/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10632,55, ,A5,9227 215TH PLACE, ,11428,1,0,1,"2,000","1,296",1930,1,A5,0,10/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10632,60, ,A5,92-17 215TH PLACE, ,11428,1,0,1,"2,000","1,296",1930,1,A5,"424,000",8/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10633,18, ,A1,92-38 217TH STREET, ,11428,1,0,1,"3,200","1,707",1920,1,A1,"515,000",7/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10633,26, ,A1,92-56 217TH STREET, ,11428,1,0,1,"2,700","1,564",1920,1,A1,"644,000",1/19/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10633,54, ,A1,92-35 216 STREET, ,11428,1,0,1,"3,000","1,759",1920,1,A1,10,4/17/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10633,59, ,A1,92-25 216TH STREET, ,11428,1,0,1,"3,000","1,919",1920,1,A1,"495,500",6/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10634,7, ,A1,92-14 218TH   STREET, ,11428,1,0,1,"3,400","1,600",1930,1,A1,0,2/9/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10634,52, ,A1,92-47 217TH   STREET, ,11428,1,0,1,"3,300","1,911",1930,1,A1,"620,000",11/17/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10634,52, ,A1,92-47 217TH STREET, ,11428,1,0,1,"3,300","1,911",1930,1,A1,"305,000",4/4/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10634,60, ,A1,92-31 217TH STREET, ,11428,1,0,1,"3,000","1,720",1930,1,A1,"575,000",4/26/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10635,17, ,A1,91-10 212TH PLACE, ,11428,1,0,1,"2,600","1,368",1930,1,A1,"540,000",11/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10636,64, ,A1,91-09 212 PLACE, ,11428,1,0,1,"2,500","1,136",1920,1,A1,"370,000",11/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10637,19, ,A1,91-02 214TH STREET, ,11428,1,0,1,"2,340","1,360",1920,1,A1,"380,000",12/13/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10639,7, ,A1,91-17 VANDERVEER STREET, ,11428,1,0,1,"2,900","1,136",1920,1,A1,"512,000",3/30/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10640,4, ,A1,9106 215TH PLACE, ,11428,1,0,1,"3,400","1,130",1920,1,A1,10,3/8/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10641,90, ,A1,91-03 215TH   PLACE, ,11428,1,0,1,"3,000","1,120",1920,1,A1,100,1/24/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,9, ,A1,91-12 217 STREET, ,11428,1,0,1,"3,000","1,136",1920,1,A1,"540,000",11/17/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,13, ,A1,91-18 217TH   STREET, ,11428,1,0,1,"3,000","1,136",1920,1,A1,"510,000",7/20/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,19, ,A1,91-26 217TH   STREET, ,11428,1,0,1,"3,000","1,136",1920,1,A1,"540,000",4/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,24, ,A1,91-27 216TH STREET, ,11428,1,0,1,"3,500","1,136",1920,1,A1,"390,000",9/25/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10642,26, ,A1,91-25 216TH STREET, ,11428,1,0,1,"3,000","1,136",1920,1,A1,"485,000",1/17/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10645,46, ,A1,90-39 212 PL, ,11428,1,0,1,"3,230","1,364",1925,1,A1,0,5/1/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,28, ,A1,90-10 214TH STREET, ,11428,1,0,1,"2,820","1,334",1925,1,A1,0,5/1/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,32, ,A1,90-18 214TH STREET, ,11428,1,0,1,"2,300","1,334",1925,1,A1,"520,000",7/10/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10646,36, ,A1,90-26 214TH   STREET, ,11428,1,0,1,"2,250","1,334",1925,1,A1,0,9/19/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10647,119, ,A1,90-10 VANDERVEER STREET, ,11428,1,0,1,"2,300","1,357",1920,1,A1,"500,000",8/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10647,124, ,A1,90-18 VANDERVEER STREET, ,11428,1,0,1,"2,225","1,357",1920,1,A1,"590,000",7/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10650,48, ,A1,90-30 216TH   STREET, ,11428,1,0,1,"2,800","1,120",1925,1,A1,"495,000",6/20/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10653,30, ,A1,89-29 212TH   STREET, ,11427,1,0,1,"3,135","1,448",1935,1,A1,0,5/30/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10653,66, ,A1,89-44 212 PLACE, ,11427,1,0,1,"2,940","1,120",1935,1,A1,0,3/13/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10653,74, ,A1,89-58 212TH   PLACE, ,11427,1,0,1,"2,910","1,120",1930,1,A1,"520,000",1/8/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10653,162, ,A1,8934 212TH PLACE, ,11427,1,0,1,"2,970","1,000",1925,1,A1,0,5/8/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,12, ,A1,89-69 213TH   STREET, ,11427,1,0,1,"2,500","1,278",1920,1,A1,"395,000",9/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,12, ,A1,89-69 213TH   STREET, ,11427,1,0,1,"2,500","1,278",1920,1,A1,0,9/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,28, ,A1,89-33 213TH STREET, ,11427,1,0,1,"2,600","1,280",1920,1,A1,0,7/20/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,34, ,A1,89-17 213TH   STREET, ,11427,1,0,1,"2,500","1,296",1920,1,A1,"565,000",8/10/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10655,70, ,A1,89-52 214TH   STREET, ,11427,1,0,1,"2,475","1,325",1920,1,A1,"300,000",12/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,163, ,A1,89-54 VANDERVEER STREET, ,11427,1,0,1,"2,856","1,296",1930,1,A1,0,11/8/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,180, ,A1,89-88 VANDERVEER STREET, ,11427,1,0,1,"2,325","1,348",1930,1,A1,"400,000",9/29/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10656,180, ,A1,89-88 VANDERVEER STREET, ,11427,1,0,1,"2,325","1,348",1930,1,A1,"260,000",3/3/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,75, ,A5,89-43 VANDERVEER STREET, ,11427,1,0,1,"2,200","1,234",1950,1,A5,"345,560",8/3/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10657,126, ,A1,89-60 215TH   STREET, ,11427,1,0,1,"3,300","1,374",1930,1,A1,0,3/27/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,4, ,A1,89-83 215TH   STREET, ,11427,1,0,1,"3,300","1,272",1925,1,A1,"390,000",3/29/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,43, ,A1,89-90 215 PLACE, ,11427,1,0,1,"3,500","1,392",1925,1,A1,"475,000",3/2/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10658,94, ,A1,89-68 215TH PLACE, ,11427,1,0,1,"3,200","1,440",1925,1,A1,"490,000",9/15/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10659,51, ,A1,89-69 215TH PLACE, ,11427,1,0,1,"3,200","1,320",1930,1,A1,"510,000",10/5/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,1, ,A1,89-91 218TH STREET, ,11427,1,0,1,"4,000","1,152",1930,1,A1,0,8/3/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,65, ,A1,89-16 218 PLACE, ,11427,1,0,1,"2,400","1,408",1930,1,A1,"488,000",7/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,89, ,A1,89-72 218TH PLACE, ,11427,1,0,1,"3,000","1,152",1930,1,A1,0,8/26/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10662,93, ,A1,89-82 218TH PLACE, ,11427,1,0,1,"3,000","1,152",1930,1,A1,"429,000",5/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10663,46, ,A1,89-07 218 PLACE, ,11427,1,0,1,"2,400","1,568",1930,1,A1,0,2/17/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10663,76, ,A1,89-48 219, ,11427,1,0,1,"2,500","1,152",1930,1,A1,"505,000",8/24/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,6, ,A1,89-89 219TH   STREET, ,11427,1,0,1,"2,400","1,568",1930,1,A1,"250,000",8/4/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,28, ,A1,89-45 219TH STREET, ,11427,1,0,1,"2,400","1,280",1930,1,A1,"410,000",4/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,39, ,A1,89-23 219 STREET, ,11427,1,0,1,"2,400","1,280",1920,1,A1,"567,000",8/9/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,66, ,A5,89-24 SPRINGFIELD BLVD, ,11427,1,0,1,"1,656","1,818",1945,1,A5,"435,000",6/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10664,67, ,A5,89-26 SPRINGFIELD BOULEVAR, ,11427,1,0,1,"1,656","1,818",1945,1,A5,0,2/9/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10665,59, ,A1,89-18 220TH   STREET, ,11427,1,0,1,"2,400","1,496",1920,1,A1,"520,000",5/23/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10666,5, ,A5,89-91 220TH   STREET, ,11427,1,0,1,"2,200","1,088",1950,1,A5,"472,000",3/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10666,25, ,A5,89-49 220TH STREET, ,11427,1,0,1,"2,300","1,224",1955,1,A5,0,11/27/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10666,98, ,A1,89-92 221ST   STREET, ,11427,1,0,1,"3,000","1,520",1925,1,A1,"499,000",7/11/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10667,65, ,A1,8954 221ST PLACE, ,11427,1,0,1,"3,500","1,600",1940,1,A1,0,9/13/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10669,92, ,A5,88-02 212TH   PLACE, ,11427,1,0,1,"2,496","1,831",1940,1,A5,0,12/14/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10669,94, ,A5,8806 212TH PL, ,11427,1,0,1,"1,863","1,633",1940,1,A5,0,10/18/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10669,115, ,A1,88-48 212TH   PLACE, ,11427,1,0,1,"4,554","1,390",1930,1,A1,0,3/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10671,42, ,A1,88-30 214TH STREET, ,11427,1,0,1,"2,850","1,296",1920,1,A1,"471,510",1/2/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10672,5, ,A1,88-37 214 STREET, ,11427,1,0,1,"2,625","1,264",1925,1,A1,"567,500",3/3/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10673,33, ,A5,8835 VANDERVEER STREET, ,11427,1,0,1,"2,400","2,114",1925,1,A5,"525,000",6/22/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10673,43, ,A1,88-15 VANDERVEER STREET, ,11427,1,0,1,"2,500","1,345",1925,1,A1,"465,000",6/29/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10674,89, ,A1,88-26 215 PLACE, ,11427,1,0,1,"2,500","1,652",1930,1,A1,"620,000",12/19/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10675,7, ,A1,88-17 215TH   PLACE, ,11427,1,0,1,"2,600","1,616",1930,1,A1,0,10/18/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10677,7, ,A1,88-15 217TH ST, ,11427,1,0,1,"5,200","1,300",1940,1,A1,"550,000",4/18/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10682,6, ,A1,87-09 214TH STREET, ,11427,1,0,1,"4,000","1,890",1930,1,A1,"720,000",11/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10682,16, ,A2,214-22 WHITEHALL TERRACE, ,11427,1,0,1,"4,000","1,407",1950,1,A2,"590,000",1/12/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10692,53, ,A1,218-40 SAWYER AVENUE, ,11427,1,0,1,"5,500","2,316",1950,1,A1,"760,000",3/9/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10693,45, ,A1,21845 SAWYER AVE, ,11427,1,0,1,"5,000","1,728",1975,1,A1,"710,000",10/20/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10694,72, ,A1,94-78 219TH STREET, ,11428,1,0,1,"6,780","1,012",1940,1,A1,0,8/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10695,54, ,A1,94-77 219 ST, ,11428,1,0,1,"4,360","1,425",1920,1,A1,"555,000",9/22/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10696,52, ,A1,218-42 94TH   ROAD, ,11428,1,0,1,"2,856","1,616",1920,1,A1,"528,000",3/24/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10696,85, ,A2,218-15 94TH   DRIVE, ,11428,1,0,1,"4,500","2,229",1960,1,A2,"590,000",6/23/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10698,34, ,A1,93-24 219TH   STREET, ,11428,1,0,1,"5,000","1,650",1920,1,A1,0,11/7/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10700,58, ,A1,93-15 219 STREET, ,11428,1,0,1,"5,040","1,450",1930,1,A1,"470,000",3/8/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,8, ,A1,92-04 218TH   PLACE, ,11428,1,0,1,"2,300","1,568",1920,1,A1,"483,000",3/2/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,31, ,A1,92-52 218TH PLACE, ,11428,1,0,1,"3,000","1,558",1920,1,A1,0,11/30/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,48, ,A2,218-03 93RD AVENUE, ,11428,1,0,1,"3,534","1,225",1945,1,A2,"406,000",9/6/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,54, ,A2,92-63 218TH   STREET, ,11428,1,0,1,"4,000","1,469",1945,1,A2,"446,160",1/19/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,54, ,A2,92-63 218TH   STREET, ,11428,1,0,1,"4,000","1,469",1945,1,A2,"448,535",6/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10701,69, ,A1,92-35 218TH STREET, ,11428,1,0,1,"3,000","1,376",1920,1,A1,"499,000",1/9/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10703,87, ,A1,9211 219 STREET, ,11428,1,0,1,"3,600","1,236",1920,1,A1,"13,878",2/14/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10706,14, ,A1,92-64 221 STREET, ,11428,1,0,1,"3,300","1,548",1920,1,A1,"432,334",6/1/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10708,1, ,A1,221-02 92ND AVE, ,11428,1,0,1,"2,500","1,638",1925,1,A1,"540,000",10/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10711,3, ,A1,91-07 219TH   STREET, ,11428,1,0,1,"3,000","1,152",1925,1,A1,0,10/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10713,24, ,A1,220-03 92ND AVENUE, ,11428,1,0,1,"2,500","1,264",1925,1,A1,"535,000",7/11/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,9, ,A1,221-20 91ST   ROAD, ,11428,1,0,1,"2,500","1,145",1930,1,A1,"480,000",5/18/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10714,13, ,A1,91-26 221ST   PLACE, ,11428,1,0,1,"2,500",855,1930,1,A1,"460,000",6/29/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10716,41, ,A1,90-13 218TH   STREET, ,11428,1,0,1,"3,000","1,136",1925,1,A1,"405,000",11/27/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10718,16, ,A5,9020 SPRINGFIELD BOULEVAR, ,11428,1,0,1,"1,840","1,358",1950,1,A5,"465,000",7/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10718,40, ,A1,90-29 219TH   STREET, ,11428,1,0,1,"3,900","1,384",1940,1,A1,0,9/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10719,34, ,A1,219-41 91ST ROAD, ,11428,1,0,1,"2,375",975,1931,1,A1,0,4/7/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10719,36, ,A1,219-37 91ST ROAD, ,11428,1,0,1,"2,375","1,472",1930,1,A1,0,7/11/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10720,14, ,A2,90-16 221ST   STREET, ,11428,1,0,1,"4,000","1,235",1955,1,A2,"565,000",8/30/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10720,37, ,A2,220-07 91ST   ROAD, ,11428,1,0,1,"4,720","1,075",1955,1,A2,0,9/21/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10720,49, ,A2,90-33 220TH STREET, ,11428,1,0,1,"4,000","1,120",1955,1,A2,"575,000",1/11/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10721,8, ,A1,90-06 221ST   PLACE, ,11428,1,0,1,"4,000","1,936",1955,1,A1,"430,000",5/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10721,14, ,A2,90-20 221ST   PLACE, ,11428,1,0,1,"4,000","1,210",1955,1,A2,"420,000",7/7/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10722,61, ,A1,90-23 221ST   PLACE, ,11428,1,0,1,"2,700","1,288",1925,1,A1,"465,000",5/1/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10722,65, ,A1,90-15 221ST PLACE, ,11428,1,0,1,"2,700","1,592",1925,1,A1,0,11/28/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10724,32, ,A1,94-64 220TH   STREET, ,11428,1,0,1,"4,000","1,580",1920,1,A1,"440,000",11/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10724,60, ,A1,94-65 SPRINGFIELD BLVD, ,11428,1,0,1,"3,720","1,654",1915,1,A1,0,2/8/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10724,60, ,A1,94-65 SPRINGFIELD BLVD, ,11428,1,0,1,"3,720","1,654",1915,1,A1,0,7/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10727,25, ,A1,94-09 220TH STREET, ,11428,1,0,1,"4,000","1,568",1930,1,A1,"480,000",8/4/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10727,31, ,A1,220-16 94TH   AVENUE, ,11428,1,0,1,"4,320","1,670",1925,1,A1,"387,500",6/26/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10729,19, ,A1,93-31 SPRINGFIELD BOULEVAR, ,11428,1,0,1,"3,280","1,795",1925,1,A1,0,1/17/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10730,51, ,A1,220-30 93RD ROAD, ,11428,1,0,1,"4,000","1,280",1920,1,A1,0,3/30/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10732,8, ,A1,93-20 222 STREET, ,11428,1,0,1,"5,000","1,872",1920,1,A1,0,8/22/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10732,43, ,A1,220-18 93RD   AVENUE, ,11428,1,0,1,"4,000","1,463",1925,1,A1,0,10/23/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10734,9, ,A1,92-78 222ND   STREET, ,11428,1,0,1,"2,500","1,024",1920,1,A1,"515,000",6/26/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10735,38, ,A1,221-34 DAVENPORT AVENUE, ,11428,1,0,1,"2,500","1,136",1920,1,A1,"450,000",8/25/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10736,44, ,A1,221-54 92ND   ROAD, ,11428,1,0,1,"4,000","1,240",1920,1,A1,0,9/26/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10737,44, ,A1,221-60 92ND AVENUE, ,11428,1,0,1,"4,000","1,120",1925,1,A1,"365,000",3/16/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10738,14, ,A1,22162 91ST ROAD, ,11428,1,0,1,"3,000","1,338",1925,1,A1,"505,000",6/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10738,14, ,A1,221-62 91ST   ROAD, ,11428,1,0,1,"3,000","1,338",1925,1,A1,"360,000",4/10/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10738,23, ,A1,221-78 91ST ROAD, ,11428,1,0,1,"3,000","1,536",1925,1,A1,0,3/27/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10741,4, ,A1,222-08 93RD   ROAD, ,11428,1,0,1,"2,800","1,792",1925,1,A1,"535,000",2/12/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10741,58, ,S1,222-13 JAMAICA AVENUE, ,11428,1,1,2,"1,900","1,900",1931,1,S1,"460,000",12/12/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10743,100, ,A1,224-18 93RD ROAD, ,11428,1,0,1,"2,600","1,352",1920,1,A1,"545,000",8/25/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10743,106, ,A1,224-34 93RD ROAD, ,11428,1,0,1,"2,600","1,736",1920,1,A1,"560,000",1/23/2018
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10745,10, ,A5,92-81 222ND STREET, ,11428,1,0,1,"2,400","1,368",1920,1,A5,"490,000",8/15/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10746,24, ,A1,224-05 93RD   ROAD, ,11428,1,0,1,"4,000","1,302",1925,1,A1,"448,000",12/4/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10746,28, ,A1,22425 93 ROAD, ,11428,1,0,1,"3,000","1,136",1930,1,A1,0,4/5/2017
